ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB+DVT;39537;Association pour l'implantation d'Eglises de maison;c/o M. Stéphane Rossel;Rue du Coin;1410;St-Cierges;VD;CH;association;109;Français;Montanaire;;112592393;Association pour la protection du Veyron;101570953;0.5660377358490566|1.0;0.855345912;;pas RC;rien trouvé;OUI;;;
SNB;55108;Association EasySwap;;Rue du Valentin 43;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;232477873;Association Baobab;101470830;0.7|1.0;0.9;;pas RC;rien trouvé;OUI;;;
SNB;60078;Association Ados Pro;;Rue de la Borde 49 Bis;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;266263146;Association Ados Pros;101608200;0.9523809523809523|1.0;0.984126984;;pas RC;CHE-266.263.146;NON;OK dvt;;
SNB;64655;Association Quai'Son;;Rue de la Rouvenettaz 1;1820;Montreux;VD;CH;association;109;Français;Montreux;;176458165;Association Kaïros;101535666;0.7|1.0;0.9;;pas RC;rien trouvé;OUI;;;
SNB;65990;Association VaudFilm;;Rue Charles- Monnard 6;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;201660594;Association VaudFamille;101631922;0.8260869565217391|1.0;0.942028986;;pas RC;rien trouvé;OUI;;;
SNB;39695;Cartons du coeur de la Côte;c/o Mme Nicole Baum;Chemin de Fossabot 11;1196;Gland;VD;CH;association;109;Français;Gland;;157942644;Cartons du Coeur;101563361;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;66237;Association Care4Kiz;c/o Mme Silvia Baumann;Chemin de Curtinaux 17;1095;Lutry;VD;CH;association;109;Français;Lutry;;386883217;Association Biremis;101581560;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;26205;Communauté Catholique Romaine de Blonay et St-Légier;c/o Mme Monique Verdon;Route des Deux-Villages 89 B;1806;St-Légier-La Chiésaz;VD;CH;association;109;Français;St-Lég.-La-Ch.;;229352099;Communauté catholique de Blonay-St-Légier;101644564;0.75|1.0;0.916666667;;pas RC;CHE-229.352.099;NON;;;
SNB;26478;Association des Amis de Rossinière;c/o M. Jean-Luc Gutknecht;Route de Sonlomont 30;1660;Les Moulins;VD;CH;association;109;Français;Rossinière;;108007029;Association des amis de Florère;101476228;0.7647058823529411|1.0;0.921568627;;pas RC;rien trouvé;OUI;;;
SNB+DVT;35125;Société de Développement de Chéserex;c/o Mme France Berthouzoz;Route de Crassier 38;1275;Chéserex;VD;CH;association;109;Français;Chéserex;;115821609;Société de Développement de Vevey;101422453;0.8333333333333334|1.0;0.944444444;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19753;Syndicat d'alpage bovin;M. Jean-Christophe Pradervand;Rue du Grand Pré 28;1299;Crans-près-Céligny;VD;CH;association;109;Français;Crans-près-Cé.;;355757249;Syndicat d'Alpage;101480265;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB+DVT;24794;Société de Tir Abbaye;c/o M. Jean-luc Golay;Route de La Combe 12;1658;Rossinière;VD;CH;association;109;Français;Rossinière;;236276026;Société de Tir d'Apples;101433073;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB;25253;Confrérie des Pirates;;Case postale 81;1000;Lausanne 6 Ouchy;VD;CH;association;109;Français;Lausanne;;104367983;Confrérie des Vignerons;101437225;0.6956521739130435|1.0;0.898550725;;pas RC;CHE-104.182.745;NON;;;
SNB;30567;Association Kamathipura;;Chemin Beau-Site 13;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;224416450;Association Mamicar;101624886;0.6956521739130435|1.0;0.898550725;;pas RC;CHE-409.953.279;NON;;;
SNB+DVT;32647;Association Evangélique Les Marronniers;c/o M. David Blanchard;Route de la Vallée 9;1180;Rolle;VD;CH;association;109;Français;Rolle;;455536950;Association évangélique de Blonay;101455899;0.6923076923076923|1.0;0.897435897;;pas RC;rien trouvé;OUI;;;
SNB;34570;Association Verte Rive;;Avenue Général-Guisan 117-119;1009;Pully;VD;CH;association;109;Français;Pully;;477716590;Association Terre Ferme;101625794;0.7391304347826086|1.0;0.913043478;;pas RC;CHE-102.983.208;NON;;;
SNB;49530;Fédération Internationale de Canoë (ICF);Maison du Sport International;Avenue de Rhodanie 54;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;210326958;Fédération Internationale de SAMBO (FIAS);101609432;0.8048780487804879|1.0;0.93495935;;pas RC;CHE-113.698.232;NON;;;
SNB;40428;Association des Orgues du Temple de Château-d'Oex;;La Ray / Case postale 21;1660;Château-d'Oex;VD;CH;association;109;Français;Château-d'Oex;;155750074;Association Scolaire Intercommunale Château-d'Oex;101434763;0.5714285714285714|1.0;0.857142857;;pas RC;rien trouvé;OUI;;;
SNB;55080;Association EHL Smile;c/o Karen Earl Erpelding;Le Chalet-à-Gobet / Ecole Hot.;1000;Lausanne 25;VD;CH;association;109;Français;Lausanne;;353052267;Association FEP Suisse;101536372;0.7272727272727273|1.0;0.909090909;;pas RC;rien trouvé;OUI;;;
SNB;64069;Association Banagricola;c/o M. Pascal David;Route du Burenoz 41;1092;Belmont-sur-Lausanne;VD;CH;association;109;Français;Belmont-sur-L.;;346141724;Association Kataracte;101549963;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB;65526;Association Ballet de la Côte;;Avenue de Lonay 2;1110;Morges;VD;CH;association;109;Français;Morges;;170643037;Association Cercle de la Côte;101512442;0.8275862068965517|1.0;0.942528736;;pas RC;rien trouvé;OUI;;;
SNB;40743;Union des Maîtres camionneurs de Lausanne et environs;;Case posale 43;1000;Lausanne 26 Vers-chez-les-Blanc;VD;CH;association;109;Français;Lausanne;;101775245;Union des maîtres camionneurs Lausanne;101596492;0.6981132075471699|1.0;0.899371069;;pas RC;CHE-101.775.245;NON;OK dvt;;
SNB;69335;Ecole de Cirque Snick;;Rue Plantour 3;1860;Aigle;VD;CH;association;109;Français;Aigle;;443159131;Ecole de cirque Coquino;101495885;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB;69481;Association Tétanotwist;c/o M. Stéphane Frein;Avenue de Cour 82;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;104170794;Association Enfants;101465723;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB;70561;Association ARTE LIBERA;;Grand-Rue 82;1180;Rolle;VD;CH;association;109;Français;Rolle;;112369286;Association TELME;101589498;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25375;Société de Tir au pistolet;;;1315;La Sarraz;VD;CH;association;109;Français;La Sarraz;;236276026;Société de Tir d'Apples;101433073;0.6923076923076923|1.0;0.897435897;;pas RC;rien trouvé;OUI;;;
SNB+DVT;37688;Société d'alpage Aveneyres;c/o M. Edouard Cosandey;;1846;Chessel;VD;CH;association;109;Français;Noville;;197265318;Société d'alpage le Mont;101555497;0.6923076923076923|1.0;0.897435897;;pas RC;CHE-341.128.461;NON;;;
SNB;37716;Société de Développement du Nord;;Case postale 153;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;116461353;Société de développement de Lutry;101606016;0.8181818181818181|1.0;0.939393939;;pas RC;rien trouvé;OUI;;;
SNB;55074;Association Terre et Faune;c/o Mme Isabelle Chevalley;Case postale 8;1188;St-George;VD;CH;association;109;Français;Saint-George;;477716590;Association Terre Ferme;101625794;0.7692307692307692|1.0;0.923076923;;pas RC;rien trouvé;OUI;;;
SNB;59425;"Association ""Terre Amour""";c/o Mme Véronique Delacrétaz;Chemin de la Marouette 5;1607;Palézieux;VD;CH;association;109;Français;Oron;;131993404;Association True Sound;101546613;0.72|1.0;0.906666667;;pas RC;rien trouvé;OUI;;;
SNB;61250;Association Proautoritas.ch;;;1260;Nyon;VD;CH;association;109;Français;Nyon;;102412495;Association Terraforma.ch;101628418;0.7037037037037037|1.0;0.901234568;;pas RC;rien trouvé;OUI;;;
SNB;67041;Association 1,2,3...Soleil;;Chemin des Bonnes Vignes 22;1095;Lutry;VD;CH;association;109;Français;Lutry;;108878774;Association Fête du Soleil;101558077;0.6923076923076923|1.0;0.897435897;;pas RC;rien trouvé;OUI;;;
SNB;68184;Association A Rocha Suisse;;Case postale 245;1373;Chavornay;VD;CH;association;109;Français;Chavornay;;114123106;Association Rêves Suisse;101526712;0.7692307692307692|1.0;0.923076923;;pas RC;CHE-221.179.093;NON;IDE forme juridique : société simple, SimpaPM : association;;
SNB;68340;Association des commerçants du Centre commercial Littoral Centre Allaman;;Route de la Gare 10;1165;Allaman;VD;CH;association;109;Français;Allaman;;109574940;Association des commerçants de Littoral Centre Allaman;101453338;0.75|1.0;0.916666667;;pas RC;CHE-109.574.940;NON;;;
SNB+DVT;69299;Société de Tir La Concorde;c/o M. Maurice Jossevel;Route des Vuarennes 17;1523;Granges-près-Marnand;VD;CH;association;109;Français;Valbroye;;113485512;Société de tir de Vallorbe;101595324;0.6923076923076923|1.0;0.897435897;;pas RC;rien trouvé;OUI;;;
SNB;18966;Cercle Littéraire de Lausanne;;Case postale 2433;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;104911272;Cercle de l'Opéra de Lausanne;101604354;0.6896551724137931|1.0;0.896551724;;pas RC;rien trouvé;OUI;;;
SNB;55538;Association du Musée du Vieux Pays d'Enhaut;p.a. M. Henchoz, Conservateur;Chemin de Mornex 9;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Château-d'Oex;;284772078;Association du Musée du Vieux Baulmes;101573349;0.7209302325581395|1.0;0.906976744;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15083;Société Vaudoise des pêcheurs en rivières, section Bussigny;Fiduciaire Schick S.A.;Place du Saugey 6;1026;Echandens;VD;CH;association;109;Français;Bussigny;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.711864406779661|1.0;0.903954802;;pas RC;rien trouvé;OUI;;;
SNB;19868;Association Bellerive Loisirs;c/o M. Olivier Charles Küng;Route de Chailly 14 bis;1814;La Tour-de-Peilz;VD;CH;association;109;Français;La Tour-de-P.;;396495012;Association du centre de loisirs;101432837;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;OK dvt;;
SNB+DVT;24839;Société de Tir;c/o M. Laurent Michot;Rue des Fontaines 43;1322;Croy;VD;CH;association;109;Français;Croy;;252946227;Société de Chant;101622118;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;;;
SNB;39196;Société de Bible du Canton de Vaud;c/o M. Daniel Marguerat;Chemin de la Cocarde 18;1024;Ecublens VD;VD;CH;association;109;Français;Lausanne;;114330556;Société des Ecoles du dimanche du Canton de Vaud;101614228;0.6458333333333333|1.0;0.881944444;;pas RC;rien trouvé;OUI;;;
SNB ;14973;Tennis-Club de Nyon;;Chemin des Frênes 2;1260;Nyon;VD;CH;association;109;Français;Nyon;;100727841;Tennis-Club Nyon;101506327;0.8421052631578947|1.0;0.947368421;;pas RC;CHE-100.727.841;NON;;;
SNB+DVT;15066;Tennis-Club La Venoge;c/o M. Arnaud Isoz-Marti;Chemin de Savoie 22;1026;Echandens;VD;CH;association;109;Français;Echandens;;115872133;Tennis-Club Payerne;101470776;0.7142857142857143|1.0;0.904761905;;pas RC;rien trouvé;OUI;;;
SNB;15593;Société de l'amitié;c/o M. Jean-Jacques ZINGG;Route du Flon 12B;1610;Oron-la-Ville;VD;CH;association;109;Français;Lausanne;;104154453;Société de Laiterie;101631190;0.6842105263157895|1.0;0.894736842;;pas RC;rien trouvé;OUI;;;
SNB ;16229;Tennis Club Yverdon;;Rue des Pêcheurs 17;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;114979136;Tennis Club-Yverdon;101652525;0.9473684210526316|1.0;0.98245614;;pas RC;CHE-114.979.136;NON;;;
SNB;23999;Société de retraite;;;1659;Rougemont;VD;CH;association;109;Français;Rougemont;;104154453;Société de Laiterie;101631190;0.6842105263157895|1.0;0.894736842;;pas RC;rien trouvé;OUI;;;
SNB;42470;Association de la Cabane du Groupe scout de la Roselière;c/o Mme Fabiène Gogniat Loos;Av. Quatre Marronniers 6;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;169853409;Association de la Maison du Dessin de Presse;101471433;0.5535714285714286|1.0;0.851190476;;pas RC;CHE-273.118.377;NON;;;
SNB;36901;PS Publicité Suisse;;Avenue de Florimont 1;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;105718430;PS publicité SA;101530956;0.6842105263157895|1.0;0.894736842;;pas RC;rien trouvé;OUI;;;
SNB;44141;Association TAHADDI;c/o M. Jean-Daniel Verrey;Ch. du Bois-de-Menton 32;1066;Epalinges;VD;CH;association;109;Français;Le Mont-sur-L.;;114025662;Association ITEXADER;101545465;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
DVT;60071;Fondation Gabriella;p.a Etude Patrick de Preux;Avenue du Théâtre 7;1005;Lausanne Secteur de dist.;VD;CH;fondation;110;Français;Lausanne;;110462503;Fondation Latreille;101484065;0.736842105263158|1.0;0.912280702;;pas RC;rien trouvé ;OUI;;;
SNB;15517;Association Alumni HEC;Faculté des HEC;UNIL - INTERNEF;1015;Lausanne;VD;CH;association;109;Français;Lausanne;;227908034;Association Albinfo.ch;101612276;0.6818181818181819|1.0;0.893939394;;pas RC;rien trouvé;OUI;;;
SNB;31428;La Chanson des Resses;c/o M. Jean-Pierre Thévenaz;Vers la Cour 8;1853;Yvorne;VD;CH;association;109;Français;Yvorne;;433345057;La Chanson des Hameaux;101467652;0.6818181818181819|1.0;0.893939394;;pas RC;CHE-175.471.387;NON;OK dvt;;
SNB;47452;Association Inter Rush;;Case postale 1150;1001;Lausanne;VD;CH;association;109;Français;Lausanne;;404998814;Association Intervalle;101575483;0.7727272727272727|1.0;0.924242424;;pas RC;rien trouvé;OUI;;;
SNB;50952;Association Roue-libre;c/o M. Patrick Marquis;Route du Signal 17 b;1018;Lausanne;VD;CH;association;109;Français;Vevey;;113841788;Association Satellite;101527903;0.7272727272727273|1.0;0.909090909;;pas RC;rien trouvé;OUI;;;
SNB;54283;Association Hospirécré;;Case postale 4;1400;Yverdon 3 La Villette;VD;CH;association;109;Français;Yverdon-les-B.;;114679728;Association GospelCall;101640754;0.6818181818181819|1.0;0.893939394;;pas RC;rien trouvé;OUI;;;
SNB;55076;Association Le Cinéma Rex;;Grande-Rue 25;1170;Aubonne;VD;CH;association;109;Français;Aubonne;;112228970;Association du Cinéma Rex;101464771;0.92|1.0;0.973333333;;pas RC;CHE-112.228.970;NON;;;
SNB;55162;Association 2b company;;Rue Saint-Martin 9;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;201829404;Association Vogay;101613060;0.6818181818181819|1.0;0.893939394;;pas RC;CHE-250.259.274;NON;;;
SNB;58613;Association Base-Court;;Avenue de la Rasude 2;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;466798744;Association Marie-Claire;101482573;0.7083333333333333|1.0;0.902777778;;pas RC;CHE-295.286.623;NON;;;
SNB;62208;Association La Cool'Hisse;;Case postale 49;1305;Penthalaz;VD;CH;association;109;Français;Penthalaz;;113341818;Association La Rosée;101624582;0.72|1.0;0.906666667;;pas RC;rien trouvé;OUI;;;
SNB;65074;Association Motel Tour;;Route de Saint-Cergue 3;1270;Trélex;VD;CH;association;109;Français;Trélex;;160100114;Association Ecoute Voir;101655073;0.7391304347826086|1.0;0.913043478;;pas RC;rien trouvé;OUI;;;
SNB;65373;Association Sénégalité;A l'att. de M. Roland Sauter;Case postale 7350;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;113841788;Association Satellite;101527903;0.7272727272727273|1.0;0.909090909;;pas RC;rien trouvé;OUI;;;
SNB;70881;Association Chrysalide;;Route du Risoud 55;1348;Le Brassus;VD;CH;association;109;Français;Le Brassus;;112437775;Association Chryzalid;101419528;0.9090909090909091|1.0;0.96969697;;pas RC;rien trouvé;OUI;OK dvt;;
SNB;14977;Abbaye des Nations;c/o M. Réto Duc;Les Murailles 3;1512;Chavannes-sur-Moudon;VD;CH;association;109;Français;Brenles;;342740392;Abbaye des Quatre-Saisons;101451046;0.6799999999999999|1.0;0.893333333;;pas RC;rien trouvé;OUI;;;
SNB;15063;Société des Mousquetaires;c/o M. François Tauxe;Chemin de Pré Yonnet 75;1860;Aigle;VD;CH;association;109;Français;Aigle;;352895079;Société de Musique Apples;101439691;0.6799999999999999|1.0;0.893333333;;pas RC;rien trouvé;OUI;;;
SNB;20971;Société Nautique d'Ouchy;;Chemin des Pêcheurs 7;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;113430043;Société Nautique Rolloise;101460379;0.6799999999999999|1.0;0.893333333;;pas RC;CHE-101.780.654;NON;;;
SNB;44089;Association Romande Alerte aux ondes électromagnétiques;;Case postale 87;1110;Morges 1;VD;CH;association;109;Français;Morges;;104169590;Association Romande des Maîtres Electriciens Arme;101464921;0.5818181818181818|1.0;0.860606061;;pas RC;rien trouvé;OUI;;;
SNB;56214;Association Fest'Y'Rives;c/o Mme Fanny Dubrit;Case postale 104;1400;Yverdon-les-Bains 1;VD;CH;association;109;Français;Yverdon-les-B.;;443039610;Association les Sélénites;101533613;0.6799999999999999|1.0;0.893333333;;pas RC;rien trouvé;OUI;;;
SNB;61407;Association Create for Change;;Case postale 395;1401;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;159186385;"Association ""Texte & Image""";101690997;0.6551724137931034|1.0;0.885057471;;pas RC;rien trouvé;OUI;;;
SNB;61994;Association Brésil de Demain;c/o Mme Brigitte Borloz;Rue du Lac 20;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;206335167;Association Mémoire de Demain;101620666;0.7931034482758621|1.0;0.931034483;;pas RC;CHE-100.897.093;NON;OK dvt;;
SNB;67920;Association Compassion Globale Suisse;c/o Mme Ariane Clarisse Etoa;Avenue du Tirage 11;1009;Pully;VD;CH;association;109;Français;Pully;;170604089;Association Maison chance Suisse;101548483;0.6756756756756757|1.0;0.891891892;;pas RC;rien trouvé;OUI;;;
SNB;41891;Association des Amis du Musée suisse du jeu;c/o M. Michel Rau;Chemin des Pléiades 2;1814;La Tour-de-Peilz;VD;CH;association;109;Français;La Tour-de-P.;;412828189;Association des amis du Musée Suisse de l'Orgue Roche;101537218;0.7169811320754718|1.0;0.905660377;;pas RC;rien trouvé;OUI;;;
SNB+DVT;17352;Société de tir des Bourgeois;c/o M. Jacques Loup;;1587;Montmagny;VD;CH;association;109;Français;Vully-les-Lacs;;109137551;Société de Gym de Bottens;101478153;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB+DVT;24869;Société de Tir des Bourgeois;c/o M. Bertrand Tschanz;La Rochette 14;1474;Châbles FR;VD;CH;association;109;Français;Avenches;;109137551;Société de Gym de Bottens;101478153;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB;54377;Association l'autre syndicat;;Rue Mauverney 14;1196;Gland;VD;CH;association;109;Français;Gland;;494146937;Association Enfance Handicap;101515102;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB;54859;"Association ""La Fourmilière""";;Case postale 63;1027;Lonay;VD;CH;association;109;Français;Lonay;;420019996;Association La Fièvre;101545074;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB;61014;Société de Cavalerie Payerne;c/o Mme Christine Baumgartner;Ch. de la Reine-Berthe 8;1484;Granges-de-Vesin;VD;CH;association;109;Français;Payerne;;102392697;Société de Laiterie d'Orny;101486983;0.6785714285714286|1.0;0.892857143;;pas RC;rien trouvé;OUI;;;
SNB;20941;Association du Chalet de l'Epi;M. Michel Turrian;Rue de Lausanne 20;1201;Genève Secteur de dist.;VD;CH;association;109;Français;Lausanne;;101223365;Association des Chalets d'Ouchy;101569597;0.6774193548387097|1.0;0.892473118;;pas RC;rien trouvé;OUI;;;
SNB;24796;Association CCRT-Solidaire;CCRT;Chemin des Abeilles 12;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;101559463;Association Familles Solidaires;101559899;0.6774193548387097|1.0;0.892473118;;pas RC;rien trouvé;OUI;;;
DVT;53533;Fondation ecclésiastique de l'Ecole catholique du Chablais;;Chemin du Sillon 3;1860;Aigle;VD;CH;fondation;110;Français;Aigle;;107024634;Fondation de l'Ecole Catholique du Chablais;101436521;0.7241379310344828|1.0;0.908045977;;pas RC;CHE-107.024.634;NON;;;
SNB+DVT;35511;Société de Développement de St-Cergue;;Case postale 36;1264;St-Cergue;VD;CH;association;109;Français;Saint-Cergue;;115821609;Société de Développement de Vevey;101422453;0.7837837837837838|1.0;0.927927928;;pas RC;rien trouvé;OUI;;;
